Item,Open,Close,Volume
0,0.012051212203759,0.01514126759027,0.377247702189291
1,0.014197766276219,0.010657794262027,0.325644018058446
2,0.009893761917734,0.010112359550562,0.189819778529934
3,0.010874421138654,0.007407003381695,0.24270137132324
4,0.008368292018524,0.01029780735246,0.224905087700607
5,0.01047126123672,0.010963237700447,0.172979626945698
6,0.011081449196404,0.010134176939021,0.158414316079082
7,0.010373195314628,0.011137776808116,0.192813993141662
8,0.010950694633615,0.011105050725428,0.155709784045683
9,0.011288477254154,0.013635867786626,0.224353512790449
10,0.013958049577772,0.015784880549798,0.312726004794482
11,0.015995641514574,0.012185011454129,0.266354560064658
12,0.009425224734405,0.010341442129377,0.208614641948005
13,0.010438572596023,0.007254281662485,0.215768982681217
14,0.007300463089077,0.003130795243809,0.332329318454288
15,0.003759193680196,0.001167230282535,0.250232036261697
16,0.002157450286026,0.007777898985491,0.290808796513126
17,0.007333151729774,0.007145194720192,0.150266043653608
18,0.008030509397984,0.008388785862332,0.287532793720526
19,0.010024516480523,0.011268681138868,0.223291433511417
20,0.010405883955326,0.009239664012218,0.458239719551653
21,0.021944974121493,0.016908476055416,0.795664760895178
22,0.016736584037047,0.019592014835824,0.307039038262693
23,0.016998093162626,0.016035780517072,0.351730894599022
24,0.016333424135113,0.011486855023454,0.306444204021922
25,0.011811495505312,0.012915893967492,0.269837760049076
26,0.013881776082811,0.009065124904549,0.412901186638607
27,0.009087442113865,0.007090651249046,0.454126664697248
28,0.006189049305366,0.006774299116396,0.309996412352956
29,0.004118768727867,0.0098287335006,0.935892574023133
30,0.00998093162626,0.011050507254282,0.623102454916596
31,0.010580223372378,0.012784989636741,0.396755692844292
32,0.012280032688641,0.012512272281008,0.243599758672451
33,0.012650503949878,0.012534089669467,0.196398467670401
34,0.011560882593299,0.008945129268027,0.319351027407872
35,0.009817488422773,0.010352350823607,0.372083610375038
36,0.004402070280578,0.007592451183593,0.622597361038192
37,0.00755107600109,0.005945238354969,0.23271896722197
38,0.005829474257695,0.007101559943275,0.179610502726051
39,0.00762734949605,0.006043416603033,0.219140136326653
40,0.005807681830564,0.005563434056943,0.167351265862943
41,0.005905747752656,0.006567033926039,0.174390387742308
42,0.006210841732498,0.005956147049198,0.153878972443585
43,0.00679923726505,0.007548816406676,0.201402753270715
44,0.007518387360392,0.005574342751173,0.18506039140275
45,0.004859711250341,0.003479873459147,0.266937761750921
46,0.003116317079815,0.002727173557325,0.256822948191996
47,0.002800326886407,0.001538125886331,0.184677943506019
48,0.001645328248434,0,0.261313188011494
49,0,0.001974473655503,0.244044943665481
50,0.000762734949605,0.000338169521108,0.163071887612898
51,0.000991555434487,0.0023453692593,0.190364516547592
52,0.001906837374013,0.002759899640013,0.16310698202153
53,0.002157450286026,0.003218064797644,0.171229087347647
54,0.003203486788341,0.001974473655503,0.126121287259957
55,0.00144919640425,0.00218173884586,0.106642685405458
56,0.002941977662762,0.002323551870841,0.078855390083083
57,0.003475892127486,0.003512599541835,0.202326742077099
58,0.003138109506946,0.00249809097851,0.146505285508139
59,0.002909289022065,0.002988982218828,0.141142235203464
60,0.001438300190684,0.003021708301516,0.153690416850746
61,0.003519476981749,0.002759899640013,0.139570364756577
62,0.002527921547262,0.005628886222319,0.185861832600015
63,0.006777444837919,0.007417912075925,0.202376248064889
64,0.007594660855353,0.007766990291262,0.117007537403458
65,0.00734404794334,0.010254172575543,0.225603213123056
66,0.010024516480523,0.009316024871823,0.113019317320052
67,0.009697630073549,0.009959637831352,0.120279728259592
68,0.009654045219286,0.010352350823607,0.167261648466269
69,0.009904658131299,0.009796007417912,0.148468457381616
70,0.009795695995642,0.008988764044944,0.138735181773297
71,0.008074094252247,0.00546525580888,0.272082941441671
72,0.005055843094525,0.00654521653758,0.148352254802228
73,0.007649141923182,0.008966946656485,0.197704953559793
74,0.012694088804141,0.012621359223301,0.367620644346131
75,0.013696540452193,0.015959419657467,0.446658146619767
76,0.025954780713702,0.022286462310462,0.804232223366295
77,0.023187142467992,0.026508126977201,0.475628322717459
78,0.024494688095887,0.023890040362169,0.412276397955149
79,0.023274312176519,0.024457292462092,0.240915245453786
80,0.024102424407518,0.024271844660194,0.200946280027115
81,0.025420866248979,0.024577288098615,0.213043300548712
82,0.025497139743939,0.025831787934984,0.227660011074782
83,0.025388177608281,0.027958983309698,0.424890071130243
84,0.028319259057478,0.029213483146068,0.286573194049602
85,0.029071097793517,0.028384422384641,0.172044620413269
86,0.028951239444293,0.028951674484564,0.153701434576792
87,0.028733315172978,0.027860805061634,0.123383480710175
88,0.027360392263688,0.028831678848042,0.143321261053509
89,0.029267229637701,0.03074070033817,0.269510843459066
90,0.030269681285753,0.02933347878259,0.207481045822231
91,0.029376191773359,0.029617104832552,0.169568853754147
92,0.029648597112504,0.030609796007418,0.129028245416306
93,0.030138926722964,0.031744300207265,0.179227366221442
94,0.031795151184963,0.035038725864514,0.290092718099576
95,0.035467175156633,0.035049634558743,0.226204835070052
96,0.035946608553528,0.036380495254718,0.188242079509223
97,0.037003541269409,0.043929311661394,0.514569811410961
98,0.044532824843367,0.044234755099815,0.703380754806704
99,0.04222282756742,0.046863750409076,0.43373182087499
100,0.046712067556524,0.045980146176503,0.320519840907971
101,0.04643966221738,0.049689102214465,0.286987662212652
102,0.051332062108417,0.055841605759791,0.535055403914264
103,0.058839553255244,0.061699574560925,0.854174026163361
104,0.061857804412967,0.061645031089779,0.429487192729639
105,0.060800871697085,0.057477909894186,0.449926919029649
106,0.058403704712612,0.063314061306862,0.542976116029247
107,0.066423317897031,0.064503108977855,0.585791220780769
108,0.064102424407518,0.05709610559616,0.622229127975511
109,0.059667665486244,0.060783244245664,0.391921960659438
110,0.060909833832743,0.058699683647867,0.30004320030708
111,0.056998093162626,0.058841496672848,0.302460951752492
112,0.056322527921547,0.056430675248173,0.236247664512603
113,0.054372105693272,0.054499836369587,0.502248526059431
114,0.053968945791338,0.055939784007854,0.293847549298668
115,0.056507763552166,0.057510635976874,0.244065798646925
116,0.054960501225824,0.060990509436021,0.504902273261838
117,0.061498229365296,0.061612305007091,0.359852557248646
118,0.062369926450559,0.06240863968583,0.24682987066862
119,0.061454644511032,0.062637722264645,0.333542202858569
120,0.063045491691637,0.066750299989091,0.483410132786224
121,0.067403977117952,0.070491982109742,0.426984226059342
122,0.071424679923727,0.069346569215665,0.456473440344965
123,0.069365295559793,0.064284935093269,0.437734108233615
124,0.064919640424952,0.06505945238355,0.358634090201926
125,0.065301007899755,0.063477691720301,0.214295140484369
126,0.063699264505584,0.065910330533435,0.171595820228879
127,0.066532280032689,0.063630413439511,0.184842717533934
128,0.062217379460638,0.065823060979601,0.249956937414496
129,0.065954780713702,0.066193956583397,0.170634130141183
130,0.066041950422228,0.064623104614378,0.194119347746683
131,0.064396622173795,0.063772226464492,0.131616230566379
132,0.0639171887769,0.067633904221665,0.269036859900858
133,0.070912557886135,0.068746591033053,0.250243644223067
134,0.068678834105149,0.068910221446493,0.19521907912075
135,0.06800326886407,0.068004799825461,0.140314848245088
136,0.069147371288477,0.073655503436239,0.301341840985292
137,0.071043312448924,0.074811825024545,0.340467778217503
138,0.075663307000817,0.075869968364787,0.510815373702085
139,0.071479160991556,0.069564743100251,0.563853575601324
140,0.069310814491964,0.06598669139304,0.224773957086154
141,0.065279215472623,0.066117595723792,0.229166021096781
142,0.066771996731136,0.066575760881423,0.168431421098768
143,0.066586761100518,0.064710374168212,0.133041575094115
144,0.063721056932716,0.061568670230174,0.193149787854669
145,0.061520021792427,0.063674048216429,0.12660173881359
146,0.06342685916644,0.067808443329334,0.166748881528654
147,0.066913647507491,0.066783026071779,0.13325078892329
148,0.0655734132389,0.067012108650595,0.117987254261671
149,0.066641242168347,0.064077669902913,0.133633827055344
150,0.064516480523018,0.063477691720301,0.09758200754183
151,0.063622991010624,0.06365223082797,0.129429900554201
152,0.063263415962953,0.060434166030326,0.159411075982272
153,0.060310542086625,0.059550561797753,0.172066016443759
154,0.05892672296377,0.062637722264645,0.149374886687114
155,0.062435303731953,0.059517835715065,0.188284109182911
156,0.05975483519477,0.060423257336097,0.16214128325226
157,0.060103514028875,0.060117813897677,0.082967707143333
158,0.054862435303732,0.057325188174976,0.280950612354393
159,0.057640969763007,0.057336096869205,0.1252226785725
160,0.057771724325797,0.054063488600415,0.156412606757585
161,0.055004086080087,0.05710701429039,0.130971324695633
162,0.055766821029692,0.058743318424785,0.198591364050557
163,0.058490874421139,0.058754227119014,0.094851554340458
164,0.058992100245165,0.05928875313625,0.07955533539778
165,0.058316535004086,0.061950474528199,0.132464152795399
166,0.061127758104059,0.06130686156867,0.105043910065057
